2026-04-15 09:44:34 | INFO     | api.v1.agents.rag_answer_agent:1507 | ✓ Graph compiled with MemorySaver checkpointing enabled
2026-04-15 09:51:56 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 09:52:14 | INFO     | api.v1.agents.rag_answer_agent:1347 | hybrid_synthesize_node: combined answer generated (1484 chars)
2026-04-15 09:52:14 | INFO     | api.v1.agents.rag_answer_agent:1636 | run_rag_agent: completed | thread_id=stateless_a3b037af | route=hybrid | answer_len=1484
2026-04-15 09:58:39 | INFO     | api.v1.agents.rag_answer_agent:1615 | run_rag_agent: thread_id=stateless_8ad94c86, query='how many reliance shareholders are FII and how many jio_users using the enterprise option having mor'
2026-04-15 09:58:39 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 09:58:44 | INFO     | api.v1.agents.rag_answer_agent:940 | router_node: query='how many reliance shareholders are FII and how many jio_users using the enterpri' -> route=hybrid | thread_id=e6881d5f
2026-04-15 09:58:44 | INFO     | api.v1.agents.rag_answer_agent:1365 | _route_query: hybrid
2026-04-15 09:58:44 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 09:58:55 | INFO     | api.v1.agents.rag_answer_agent:964 | sql_write_node: SQL=SELECT 
    (SELECT COUNT(*) FROM reliance_shareholders WHERE holder_type = 'FII/DII') AS fii_shareholders_count,
    (SELECT COUNT(*) FROM jio_users WHERE plan_category = 'Enterprise' AND loyalty_poi
2026-04-15 09:58:55 | INFO     | api.v1.agents.rag_answer_agent:978 | sql_execute_node: thread_id=e6881d5f | SQL executed | 1 rows | query='SELECT 
    (SELECT COUNT(*) FROM reliance_shareholders WHERE holder_type = 'FII/DII') AS fii_shareh'
2026-04-15 09:59:02 | INFO     | api.v1.agents.rag_answer_agent:1068 | agent_node (retry=0): tool_calls=[{'name': 'hybrid_search', 'args': {'query': 'how many reliance shareholders are FII and how many jio_users using the enterprise option having more loyalty points than average and how much impact does it jpl in q2 fy 25?how many reliance shareholders are FII and how many jio_users using the enterprise option having more loyalty points than average and how much impact does it jpl in q2 fy 25?'}, 'id': '5a87afee-bef1-475a-97d2-5e9827d7a724', 'type': 'tool_call'}]
2026-04-15 09:59:02 | WARNING  | google_genai._api_client:113 | Both GOOGLE_API_KEY and GEMINI_API_KEY are set. Using GOOGLE_API_KEY.
2026-04-15 09:59:03 | INFO     | api.v1.agents.rag_answer_agent:1075 | extract_chunks: found 17 raw chunks
2026-04-15 09:59:03 | INFO     | api.v1.utils.reranker:127 | Reranking 17 chunks (model=rerank-v3.5, top_n=10)
2026-04-15 09:59:04 | INFO     | api.v1.utils.reranker:150 | Reranking complete — returned 10 chunks (best score=0.5365)
2026-04-15 09:59:04 | INFO     | api.v1.agents.rag_answer_agent:1097 | rerank_node: 17 -> 10 chunks (model=rerank-v3.5)
2026-04-15 09:59:04 | INFO     | api.v1.agents.rag_answer_agent:1124 | score_node: scored 10 chunks (best relevance=0.3471)
2026-04-15 09:59:04 | INFO     | api.v1.agents.rag_answer_agent:1310 | hybrid_merge_node: 1 SQL rows + 10 doc entries -> 11 total metadata
2026-04-15 09:59:04 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 09:59:21 | INFO     | api.v1.agents.rag_answer_agent:1347 | hybrid_synthesize_node: combined answer generated (1338 chars)
2026-04-15 09:59:21 | INFO     | api.v1.agents.rag_answer_agent:1636 | run_rag_agent: completed | thread_id=stateless_8ad94c86 | route=hybrid | answer_len=1338
2026-04-15 10:14:13 | INFO     | api.v1.agents.rag_answer_agent:1578 | ✓ Graph compiled with MemorySaver checkpointing enabled
2026-04-15 10:14:47 | INFO     | api.v1.agents.rag_answer_agent:1615 | run_rag_agent: thread_id=stateless_e44d4910, query='how many reliance shareholders are FII and how many jio_users using the enterprise option having mor'
2026-04-15 10:14:47 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:14:53 | INFO     | api.v1.agents.rag_answer_agent:940 | router_node: query='how many reliance shareholders are FII and how many jio_users using the enterpri' -> route=hybrid | thread_id=bedd6bb4
2026-04-15 10:14:53 | INFO     | api.v1.agents.rag_answer_agent:1365 | _route_query: hybrid
2026-04-15 10:14:53 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:15:05 | INFO     | api.v1.agents.rag_answer_agent:964 | sql_write_node: SQL=SELECT 
    (SELECT COUNT(*) FROM reliance_shareholders WHERE holder_type = 'FII/DII') AS fii_shareholders_count,
    (SELECT COUNT(*) FROM jio_users WHERE plan_category = 'Enterprise' AND is_active =
2026-04-15 10:15:05 | INFO     | api.v1.agents.rag_answer_agent:978 | sql_execute_node: thread_id=bedd6bb4 | SQL executed | 1 rows | query='SELECT 
    (SELECT COUNT(*) FROM reliance_shareholders WHERE holder_type = 'FII/DII') AS fii_shareh'
2026-04-15 10:15:12 | INFO     | api.v1.agents.rag_answer_agent:1068 | agent_node (retry=0): tool_calls=[{'name': 'hybrid_search', 'args': {'query': 'how many reliance shareholders are FII and how many jio_users using the enterprise option having more loyalty points than average and how much impact does it jpl in q2 fy 25how many reliance shareholders are FII and how many jio_users using the enterprise option having more loyalty points than average and how much impact does it jpl in q2 fy 25'}, 'id': 'deb2eee7-fbff-4a02-8bf0-c4d61d6a7bf2', 'type': 'tool_call'}]
2026-04-15 10:15:12 | WARNING  | google_genai._api_client:113 | Both GOOGLE_API_KEY and GEMINI_API_KEY are set. Using GOOGLE_API_KEY.
2026-04-15 10:15:14 | INFO     | api.v1.agents.rag_answer_agent:1075 | extract_chunks: found 17 raw chunks
2026-04-15 10:15:14 | INFO     | api.v1.utils.reranker:127 | Reranking 17 chunks (model=rerank-v3.5, top_n=10)
2026-04-15 10:15:15 | INFO     | api.v1.utils.reranker:150 | Reranking complete — returned 10 chunks (best score=0.5212)
2026-04-15 10:15:15 | INFO     | api.v1.agents.rag_answer_agent:1097 | rerank_node: 17 -> 10 chunks (model=rerank-v3.5)
2026-04-15 10:15:15 | INFO     | api.v1.agents.rag_answer_agent:1124 | score_node: scored 10 chunks (best relevance=0.3471)
2026-04-15 10:15:15 | INFO     | api.v1.agents.rag_answer_agent:1310 | hybrid_merge_node: 1 SQL rows + 10 doc entries -> 11 total metadata
2026-04-15 10:15:15 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:15:32 | INFO     | api.v1.agents.rag_answer_agent:1347 | hybrid_synthesize_node: combined answer generated (1317 chars)
2026-04-15 10:15:32 | INFO     | api.v1.agents.rag_answer_agent:1636 | run_rag_agent: completed | thread_id=stateless_e44d4910 | route=hybrid | answer_len=1317
2026-04-15 10:19:32 | INFO     | api.v1.agents.rag_answer_agent:1578 | ✓ Graph compiled with MemorySaver checkpointing enabled
2026-04-15 10:21:54 | INFO     | api.v1.agents.rag_answer_agent:1578 | ✓ Graph compiled with MemorySaver checkpointing enabled
2026-04-15 10:27:17 | INFO     | api.v1.agents.rag_answer_agent:1615 | run_rag_agent: thread_id=stateless_fdbbf05b, query='Interest Rate Card — Regular Customers above 7.50 percentage?'
2026-04-15 10:27:17 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:27:23 | INFO     | api.v1.agents.rag_answer_agent:940 | router_node: query='Interest Rate Card — Regular Customers above 7.50 percentage?' -> route=document | thread_id=8ab51359
2026-04-15 10:27:23 | INFO     | api.v1.agents.rag_answer_agent:1365 | _route_query: document
2026-04-15 10:27:27 | INFO     | api.v1.agents.rag_answer_agent:1068 | agent_node (retry=0): tool_calls=[{'name': 'hybrid_search', 'args': {'query': 'Interest Rate Card — Regular Customers above 7.50 percentage?Interest Rate Card — Regular Customers above 7.50 percentage?'}, 'id': '301c73dd-f7f9-4568-9273-4bd248266270', 'type': 'tool_call'}]
2026-04-15 10:27:27 | WARNING  | google_genai._api_client:113 | Both GOOGLE_API_KEY and GEMINI_API_KEY are set. Using GOOGLE_API_KEY.
2026-04-15 10:27:28 | INFO     | api.v1.agents.rag_answer_agent:1075 | extract_chunks: found 20 raw chunks
2026-04-15 10:27:29 | INFO     | api.v1.utils.reranker:127 | Reranking 20 chunks (model=rerank-v3.5, top_n=10)
2026-04-15 10:27:30 | INFO     | api.v1.utils.reranker:150 | Reranking complete — returned 10 chunks (best score=0.1234)
2026-04-15 10:27:30 | INFO     | api.v1.agents.rag_answer_agent:1097 | rerank_node: 20 -> 10 chunks (model=rerank-v3.5)
2026-04-15 10:27:30 | INFO     | api.v1.agents.rag_answer_agent:1124 | score_node: scored 10 chunks (best relevance=0.0261)
2026-04-15 10:27:30 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:27:40 | INFO     | api.v1.agents.rag_answer_agent:1164 | synthesize_node: thread_id=67b13de6 | answer generated | route=document | chunks_used=10
2026-04-15 10:27:40 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:27:44 | INFO     | api.v1.agents.rag_answer_agent:1219 | answer_relevance_node: query='Interest Rate Card — Regular Customers above 7.50 percentage' | 10 chunks | relevant=False
2026-04-15 10:27:44 | INFO     | api.v1.agents.rag_answer_agent:1394 | Answer NOT relevant (retries=0/3) -> reformulate
2026-04-15 10:27:44 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:27:52 | INFO     | api.v1.agents.rag_answer_agent:1261 | query_reformulate_node: attempt 1/3 - 'Interest Rate Card — Regular Customers above 7.50 percentage?' -> 'regular customer interest rates above 7.50% OR standard customer deposit rates exceeding 7.50 percent OR general public rate card 7.50%'
2026-04-15 10:27:58 | INFO     | api.v1.agents.rag_answer_agent:1068 | agent_node (retry=1): tool_calls=[{'name': 'hybrid_search', 'args': {'query': 'regular customer interest rates above 7.50% OR standard customer deposit rates exceeding 7.50 percent OR general public rate card 7.50%'}, 'id': '932004da-f309-49ff-933a-97b04d008c50', 'type': 'tool_call'}]
2026-04-15 10:27:58 | WARNING  | google_genai._api_client:113 | Both GOOGLE_API_KEY and GEMINI_API_KEY are set. Using GOOGLE_API_KEY.
2026-04-15 10:27:59 | INFO     | api.v1.agents.rag_answer_agent:1075 | extract_chunks: found 20 raw chunks
2026-04-15 10:27:59 | INFO     | api.v1.utils.reranker:127 | Reranking 20 chunks (model=rerank-v3.5, top_n=10)
2026-04-15 10:28:00 | INFO     | api.v1.utils.reranker:150 | Reranking complete — returned 10 chunks (best score=0.2808)
2026-04-15 10:28:00 | INFO     | api.v1.agents.rag_answer_agent:1097 | rerank_node: 20 -> 10 chunks (model=rerank-v3.5)
2026-04-15 10:28:00 | INFO     | api.v1.agents.rag_answer_agent:1124 | score_node: scored 10 chunks (best relevance=0.0261)
2026-04-15 10:28:00 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:28:07 | INFO     | api.v1.agents.rag_answer_agent:1164 | synthesize_node: thread_id=06b8eb97 | answer generated | route=document | chunks_used=10
2026-04-15 10:28:07 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:28:11 | INFO     | api.v1.agents.rag_answer_agent:1219 | answer_relevance_node: query='regular customer interest rates above 7.50% OR standard cust' | 10 chunks | relevant=False
2026-04-15 10:28:11 | INFO     | api.v1.agents.rag_answer_agent:1394 | Answer NOT relevant (retries=1/3) -> reformulate
2026-04-15 10:28:11 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:28:19 | INFO     | api.v1.agents.rag_answer_agent:1261 | query_reformulate_node: attempt 2/3 - 'regular customer interest rates above 7.50% OR standard customer deposit rates exceeding 7.50 percent OR general public rate card 7.50%' -> 'regular fixed deposit interest rates above 7.50% OR standard term deposit rates exceeding 7.50% OR general public retail deposit yield > 7.50%'
2026-04-15 10:28:24 | INFO     | api.v1.agents.rag_answer_agent:1068 | agent_node (retry=2): tool_calls=[{'name': 'hybrid_search', 'args': {'query': 'regular fixed deposit interest rates above 7.50% OR standard term deposit rates exceeding 7.50% OR general public retail deposit yield > 7.50%'}, 'id': '01f6f9d0-64dd-4ea6-92d7-9f0672b71552', 'type': 'tool_call'}]
2026-04-15 10:28:24 | WARNING  | google_genai._api_client:113 | Both GOOGLE_API_KEY and GEMINI_API_KEY are set. Using GOOGLE_API_KEY.
2026-04-15 10:28:26 | INFO     | api.v1.agents.rag_answer_agent:1075 | extract_chunks: found 20 raw chunks
2026-04-15 10:28:26 | INFO     | api.v1.utils.reranker:127 | Reranking 20 chunks (model=rerank-v3.5, top_n=10)
2026-04-15 10:28:26 | INFO     | api.v1.utils.reranker:150 | Reranking complete — returned 10 chunks (best score=0.4022)
2026-04-15 10:28:26 | INFO     | api.v1.agents.rag_answer_agent:1097 | rerank_node: 20 -> 10 chunks (model=rerank-v3.5)
2026-04-15 10:28:26 | INFO     | api.v1.agents.rag_answer_agent:1124 | score_node: scored 10 chunks (best relevance=0.5244)
2026-04-15 10:28:26 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:28:35 | INFO     | api.v1.agents.rag_answer_agent:1164 | synthesize_node: thread_id=ba34e8fb | answer generated | route=document | chunks_used=10
2026-04-15 10:28:35 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:28:41 | INFO     | api.v1.agents.rag_answer_agent:1219 | answer_relevance_node: query='regular fixed deposit interest rates above 7.50% OR standard' | 10 chunks | relevant=False
2026-04-15 10:28:41 | INFO     | api.v1.agents.rag_answer_agent:1394 | Answer NOT relevant (retries=2/3) -> reformulate
2026-04-15 10:28:41 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:28:57 | INFO     | api.v1.agents.rag_answer_agent:1261 | query_reformulate_node: attempt 3/3 - 'regular fixed deposit interest rates above 7.50% OR standard term deposit rates exceeding 7.50% OR general public retail deposit yield > 7.50%' -> 'regular fixed deposit interest rate schedule OR standard retail term deposit rates exceeding 7.50% OR fixed deposit yield p.a.'
2026-04-15 10:29:02 | INFO     | api.v1.agents.rag_answer_agent:1068 | agent_node (retry=3): tool_calls=[{'name': 'hybrid_search', 'args': {'query': 'regular fixed deposit interest rate schedule OR standard retail term deposit rates exceeding 7.50% OR fixed deposit yield p.a.'}, 'id': '7c92e54c-d6e1-4152-a60a-2f548d4db80a', 'type': 'tool_call'}]
2026-04-15 10:29:02 | WARNING  | google_genai._api_client:113 | Both GOOGLE_API_KEY and GEMINI_API_KEY are set. Using GOOGLE_API_KEY.
2026-04-15 10:29:03 | INFO     | api.v1.agents.rag_answer_agent:1075 | extract_chunks: found 20 raw chunks
2026-04-15 10:29:03 | INFO     | api.v1.utils.reranker:127 | Reranking 20 chunks (model=rerank-v3.5, top_n=10)
2026-04-15 10:29:04 | INFO     | api.v1.utils.reranker:150 | Reranking complete — returned 10 chunks (best score=0.2208)
2026-04-15 10:29:04 | INFO     | api.v1.agents.rag_answer_agent:1097 | rerank_node: 20 -> 10 chunks (model=rerank-v3.5)
2026-04-15 10:29:04 | INFO     | api.v1.agents.rag_answer_agent:1124 | score_node: scored 10 chunks (best relevance=0.5549)
2026-04-15 10:29:04 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:29:15 | INFO     | api.v1.agents.rag_answer_agent:1164 | synthesize_node: thread_id=ad813d8c | answer generated | route=document | chunks_used=10
2026-04-15 10:29:15 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:29:21 | INFO     | api.v1.agents.rag_answer_agent:1219 | answer_relevance_node: query='regular fixed deposit interest rate schedule OR standard ret' | 10 chunks | relevant=False
2026-04-15 10:29:21 | WARNING  | api.v1.agents.rag_answer_agent:1397 | Answer NOT relevant, retries exhausted (3/3) -> END
2026-04-15 10:29:21 | INFO     | api.v1.agents.rag_answer_agent:1636 | run_rag_agent: completed | thread_id=stateless_fdbbf05b | route=document | answer_len=847
2026-04-15 10:30:58 | INFO     | api.v1.agents.rag_answer_agent:1615 | run_rag_agent: thread_id=stateless_90fef212, query='can you give me the processing fee for personal loan?'
2026-04-15 10:30:58 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:31:04 | INFO     | api.v1.agents.rag_answer_agent:940 | router_node: query='can you give me the processing fee for personal loan?' -> route=document | thread_id=fe33fb0a
2026-04-15 10:31:04 | INFO     | api.v1.agents.rag_answer_agent:1365 | _route_query: document
2026-04-15 10:31:11 | INFO     | api.v1.agents.rag_answer_agent:1068 | agent_node (retry=0): tool_calls=[{'name': 'hybrid_search', 'args': {'query': 'can you give me the processing fee for personal loan?can you give me the processing fee for personal loan?'}, 'id': 'e19b38fa-9609-4fc2-b398-da5b022b4e86', 'type': 'tool_call'}]
2026-04-15 10:31:11 | WARNING  | google_genai._api_client:113 | Both GOOGLE_API_KEY and GEMINI_API_KEY are set. Using GOOGLE_API_KEY.
2026-04-15 10:31:12 | INFO     | api.v1.agents.rag_answer_agent:1075 | extract_chunks: found 20 raw chunks
2026-04-15 10:31:12 | INFO     | api.v1.utils.reranker:127 | Reranking 20 chunks (model=rerank-v3.5, top_n=10)
2026-04-15 10:31:13 | INFO     | api.v1.utils.reranker:150 | Reranking complete — returned 10 chunks (best score=0.4183)
2026-04-15 10:31:13 | INFO     | api.v1.agents.rag_answer_agent:1097 | rerank_node: 20 -> 10 chunks (model=rerank-v3.5)
2026-04-15 10:31:13 | INFO     | api.v1.agents.rag_answer_agent:1124 | score_node: scored 10 chunks (best relevance=0.5532)
2026-04-15 10:31:13 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:31:20 | INFO     | api.v1.agents.rag_answer_agent:1164 | synthesize_node: thread_id=ab5e1a80 | answer generated | route=document | chunks_used=10
2026-04-15 10:31:20 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:31:25 | INFO     | api.v1.agents.rag_answer_agent:1219 | answer_relevance_node: query='can you give me the processing fee for personal loan?' | 10 chunks | relevant=True
2026-04-15 10:31:25 | INFO     | api.v1.agents.rag_answer_agent:1390 | Answer is relevant -> END
2026-04-15 10:31:25 | INFO     | api.v1.agents.rag_answer_agent:1636 | run_rag_agent: completed | thread_id=stateless_90fef212 | route=document | answer_len=148
2026-04-15 10:33:06 | INFO     | api.v1.agents.rag_answer_agent:1615 | run_rag_agent: thread_id=stateless_246b35c4, query='can you give me the interest rate for the fixed deposit for i year for senior citizen?'
2026-04-15 10:33:06 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:33:12 | INFO     | api.v1.agents.rag_answer_agent:940 | router_node: query='can you give me the interest rate for the fixed deposit for i year for senior ci' -> route=document | thread_id=06d77731
2026-04-15 10:33:12 | INFO     | api.v1.agents.rag_answer_agent:1365 | _route_query: document
2026-04-15 10:33:18 | INFO     | api.v1.agents.rag_answer_agent:1068 | agent_node (retry=0): tool_calls=[{'name': 'hybrid_search', 'args': {'query': 'can you give me the interest rate for the fixed deposit for i year for senior citizen?can you give me the interest rate for the fixed deposit for i year for senior citizen?'}, 'id': '3fe863d6-8bc6-40cd-8128-c5e0431921d5', 'type': 'tool_call'}]
2026-04-15 10:33:18 | WARNING  | google_genai._api_client:113 | Both GOOGLE_API_KEY and GEMINI_API_KEY are set. Using GOOGLE_API_KEY.
2026-04-15 10:33:20 | INFO     | api.v1.agents.rag_answer_agent:1075 | extract_chunks: found 20 raw chunks
2026-04-15 10:33:20 | INFO     | api.v1.utils.reranker:127 | Reranking 20 chunks (model=rerank-v3.5, top_n=10)
2026-04-15 10:33:20 | INFO     | api.v1.utils.reranker:150 | Reranking complete — returned 10 chunks (best score=0.1779)
2026-04-15 10:33:20 | INFO     | api.v1.agents.rag_answer_agent:1097 | rerank_node: 20 -> 10 chunks (model=rerank-v3.5)
2026-04-15 10:33:20 | INFO     | api.v1.agents.rag_answer_agent:1124 | score_node: scored 10 chunks (best relevance=0.5460)
2026-04-15 10:33:20 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:33:32 | INFO     | api.v1.agents.rag_answer_agent:1164 | synthesize_node: thread_id=cefc79ef | answer generated | route=document | chunks_used=10
2026-04-15 10:33:32 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:33:36 | INFO     | api.v1.agents.rag_answer_agent:1219 | answer_relevance_node: query='can you give me the interest rate for the fixed deposit for ' | 10 chunks | relevant=False
2026-04-15 10:33:36 | INFO     | api.v1.agents.rag_answer_agent:1394 | Answer NOT relevant (retries=0/3) -> reformulate
2026-04-15 10:33:36 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:33:43 | INFO     | api.v1.agents.rag_answer_agent:1261 | query_reformulate_node: attempt 1/3 - 'can you give me the interest rate for the fixed deposit for i year for senior citizen?' -> '1 year senior citizen fixed deposit interest rate OR 12 month senior citizen FD rate OR one year term deposit interest rate for seniors'
2026-04-15 10:33:50 | INFO     | api.v1.agents.rag_answer_agent:1068 | agent_node (retry=1): tool_calls=[{'name': 'hybrid_search', 'args': {'query': '1 year senior citizen fixed deposit interest rate OR 12 month senior citizen FD rate OR one year term deposit interest rate for seniors'}, 'id': 'd86b2462-c9e2-4694-adf3-31bad5c9d238', 'type': 'tool_call'}]
2026-04-15 10:33:50 | WARNING  | google_genai._api_client:113 | Both GOOGLE_API_KEY and GEMINI_API_KEY are set. Using GOOGLE_API_KEY.
2026-04-15 10:33:52 | INFO     | api.v1.agents.rag_answer_agent:1075 | extract_chunks: found 20 raw chunks
2026-04-15 10:33:52 | INFO     | api.v1.utils.reranker:127 | Reranking 20 chunks (model=rerank-v3.5, top_n=10)
2026-04-15 10:33:52 | INFO     | api.v1.utils.reranker:150 | Reranking complete — returned 10 chunks (best score=0.6646)
2026-04-15 10:33:52 | INFO     | api.v1.agents.rag_answer_agent:1097 | rerank_node: 20 -> 10 chunks (model=rerank-v3.5)
2026-04-15 10:33:52 | INFO     | api.v1.agents.rag_answer_agent:1124 | score_node: scored 10 chunks (best relevance=0.5813)
2026-04-15 10:33:52 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:34:03 | INFO     | api.v1.agents.rag_answer_agent:1164 | synthesize_node: thread_id=8b0ab989 | answer generated | route=document | chunks_used=10
2026-04-15 10:34:03 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:34:07 | INFO     | api.v1.agents.rag_answer_agent:1219 | answer_relevance_node: query='1 year senior citizen fixed deposit interest rate OR 12 mont' | 10 chunks | relevant=True
2026-04-15 10:34:07 | INFO     | api.v1.agents.rag_answer_agent:1390 | Answer is relevant -> END
2026-04-15 10:34:07 | INFO     | api.v1.agents.rag_answer_agent:1636 | run_rag_agent: completed | thread_id=stateless_246b35c4 | route=document | answer_len=373
2026-04-15 10:35:42 | INFO     | api.v1.agents.rag_answer_agent:1615 | run_rag_agent: thread_id=stateless_d4793f5a, query='can you give me the interest rate for the for 1 year tenure for senior citizen ?'
2026-04-15 10:35:42 | INFO     | google_genai.models:6221 | AFC is enabled with max remote calls: 10.
2026-04-15 10:35:47 | INFO     | api.v1.agents.rag_answer_agent:940 | router_node: query='can you give me the interest rate for the for 1 year tenure for senior citizen ?' -> route=document | thread_id=c3065133
2026-04-15 10:35:47 | INFO     | api.v1.agents.rag_answer_agent:1365 | _route_query: document
2026-04-15 10:35:53 | INFO     | api.v1.agents.rag_answer_agent:1068 | agent_node (retry=0): tool_calls=[{'name': 'hybrid_search', 'args': {'query': 'can you give me the interest rate for the for 1 year tenure for senior citizen ?can you give me the interest rate for the for 1 year tenure for senior citizen ?'}, 'id': 'f1e4d4ff-a80e-44a0-b1db-8d8080d7a712', 'type': 'tool_call'}]
2026-04-15 10:35:54 | WARNING  | google_genai._api_client:113 | Both GOOGLE_API_KEY and GEMINI_API_KEY are set. Using GOOGLE_API_KEY.
2026-04-15 10:35:55 | INFO     | api.v1.agents.rag_answer_agent:1075 | extract_chunks: found 20 raw chunks
